,N,Features,Model,R² Score,MAE,RMSE
176,18,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords'],
      dtype='object')",Gradient Boosting,0.2625653369586547,148590.78140817102,658052.9678589071
177,18,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords'],
      dtype='object')",AdaBoost,0.1979479867024061,153795.53985557504,686278.423520025
178,18,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords'],
      dtype='object')",K-Nearest Neighbors,0.3211693283995679,127112.04048791209,631363.9878728136
179,18,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords'],
      dtype='object')",Support Vector Regressor,-0.018609523835150243,138858.5866681196,773397.8216780556
180,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Linear Regression,0.3110430723651949,171996.49189632322,636055.6489239553
181,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Ridge Regression,0.3110368921411518,171991.50815627587,636058.5017565788
182,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Lasso Regression,0.3110630247888668,171915.11238965127,636046.438664822
183,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",ElasticNet Regression,0.31007103442059625,172139.26847028136,636504.1909718929
184,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Decision Tree,-0.49613099666147864,185770.05376923078,937311.3773486299
185,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Random Forest,0.3801255211176682,134204.32703372528,603324.492707436
186,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Gradient Boosting,0.31126210909832996,142049.89870713843,635954.5318432631
187,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",AdaBoost,-0.8326394380029987,202086.89956611165,1037379.334995834
188,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",K-Nearest Neighbors,0.3210499104345417,127516.04724835164,631419.5193110624
189,19,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - real visits', 'Followers', 'Posts',
       'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Support Vector Regressor,-0.01860951457630211,138858.60097943622,773397.8181630811
190,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Linear Regression,0.31037585478041874,171984.23378460945,636363.5671677997
191,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Ridge Regression,0.31037320463357954,171979.52033363632,636364.789902885
192,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Lasso Regression,0.3103948667017402,171902.5657482848,636354.7953045027
193,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",ElasticNet Regression,0.3097554210298058,172166.43538698528,636649.7612310436
194,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Decision Tree,-0.3616300871152016,177580.8344945055,894187.6099420992
195,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Random Forest,0.3532470604427208,135258.97124876556,616266.1078648504
196,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Gradient Boosting,0.3695444924100463,136957.08999525558,608451.9675422526
197,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",AdaBoost,-0.7252785828080233,191422.42622493277,1006534.5660409963
198,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",K-Nearest Neighbors,0.3210499104345417,127516.04724835164,631419.5193110624
199,20,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Estimated Sales - Domain', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Support Vector Regressor,-0.018609506410432353,138858.61392360943,773397.8150630384
200,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Linear Regression,0.31047720167701953,172009.49610854336,636316.8055783547
201,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Ridge Regression,0.3104745504037896,172004.78285154692,636318.0289230321
202,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Lasso Regression,0.31049621756046575,171927.8336030205,636308.031242201
203,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",ElasticNet Regression,0.30985681045141344,172193.91010795804,636603.0010509528
204,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Decision Tree,-0.4242208938261416,184693.61801098898,914508.5173489682
205,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Random Forest,0.35372949129211584,133806.0547585531,616036.2200463995
206,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Gradient Boosting,0.42100564706690535,134097.66005013546,583090.8713000579
207,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",AdaBoost,-0.2579828612757371,173359.97120326586,859481.3166645832
208,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",K-Nearest Neighbors,0.31254903942716206,129840.04697142856,635360.1026279259
209,21,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Number of technologies', 'Avg Total Users', 'Avg - Total Visits',
       'Avg - Average Bounce Rate', 'Avg - Average Time On Site',
       'Avg - Average Pages Per Visit', 'Avg - real visits', 'Followers',
       'Posts', 'Semrush Rank', 'Organic Keywords', 'Organic Traffic',
       'Adwords Keywords', 'Adwords Traffic', 'PLA keywords',
       'Average ticket value'],
      dtype='object')",Support Vector Regressor,-0.018609438750712526,138858.6083351978,773397.7893771008
210,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Linear Regression,0.15267849483510387,198720.74764211537,705380.0829571444
211,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Ridge Regression,0.1526712396085519,198725.43125601683,705383.1028742129
212,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Lasso Regression,0.15265045425091528,198682.96979170336,705391.7545043926
213,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",ElasticNet Regression,0.15180393020470362,199217.51192113583,705744.0188221671
214,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Decision Tree,-0.4961353115161835,187955.4638131868,937312.7289547056
215,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Random Forest,0.3935237131864735,133039.36952385347,596768.6366950619
216,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Gradient Boosting,0.4090895113402018,137488.21399626718,589060.5352599715
217,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",AdaBoost,0.2200474795308781,151051.1609539596,676757.6305847598
218,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",K-Nearest Neighbors,0.31552753653458965,129286.1496131868,633982.2061710652
219,22,"Index(['Employee Count', 'Estimated Page Views', 'Rank - Domain',
       'Product Count - Domain', 'Estimated Sales - Domain',
       'Combined Followers', 'Number of technologies', 'Avg Total Users',
       'Avg - Total Visits', 'Avg - Average Bounce Rate',
       'Avg - Average Time On Site', 'Avg - Average Pages Per Visit',
       'Avg - real visits', 'Followers', 'Posts', 'Semrush Rank',
       'Organic Keywords', 'Organic Traffic', 'Adwords Keywords',
       'Adwords Traffic', 'PLA keywords', 'Average ticket value'],
      dtype='object')",Support Vector Regressor,-0.018609401958783467,138858.6134228302,773397.7754096292
